ref,content,tune,dance,quality,year,instrument,performer,parish,origin,collector,notes,comments,archive,datatype,file,duration,kivike,order
"RKM, Mgn. II 3920 (5)",Papiljon,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--05--papiljon__pillil.mp3,170.382,K0,44141
"RKM, Mgn. II 3920 (6)",Reinlender,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--06--yits_reilender_oli__pillil.mp3,168.653,K0,44142
"RKM, Mgn. II 3920 (7)",Reinlender,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--07--nyid_reilender_tuli_meele__pillil.mp3,101.078,K0,44143
"RKM, Mgn. II 3920 (8)","Valss ""Koiva jõe kaldal""",Piusa jõe kaldal,,Q3,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--08--valss_Koiva_joe_kaldal__pillil.mp3,96.403,K0,44144
"RKM, Mgn. II 3920 (9)",Polka,,,,1985,lõõts,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--09--polka__pillil.mp3,66.614,K0,44145
"RKM, Mgn. II 3920 (11)",Valss,,,,1985,kannel,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--11--valss__pillil.mp3,84.881,K0,44146
"RKM, Mgn. II 3920 (12)",Valss,,,,1985,kannel,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--12--valss__pillil.mp3,152.004,K0,44147
"RKM, Mgn. II 3920 (13)",Valss,,,,1985,kannel,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--13--valss__pillil.mp3,14.854,K0,44148
"RKM, Mgn. II 3920 (30)",Viiuli lood,,,,1985,viiul,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--30--viiulilood__pillil.mp3,78.157,K0,44149
"RKM, Mgn. II 3920 (31)",Viiuli lugu,,,,1985,viiul,Voldermar Rätsep,Kambja khk.,,"M. Kiho, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3920--31--viiulilugu__pillil.mp3,40.254,K0,44150
"RKM, Mgn. II 3939 (1)",Polka koos lauluga,,,,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",laul üle kontrollida,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--01--lase_tulla_siis_polka__pillil_l.mp3,244.652,K0,44151
"RKM, Mgn. II 3939 (2)",Krakovjak koos lauluga,Krakovjak,,Q3,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",laul üle kontrollida,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--02--nisukesi_laule_ka__pillil_l.mp3,105.65,K0,44152
"RKM, Mgn. II 3939 (3)",Padespaan,Padespaan,,Q3,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--03--padespaan__pillil.mp3,98.637,K0,44153
"RKM, Mgn. II 3939 (4)",Vingerka,,,,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,"Peamiselt I, aga kostub ka mingi kolmas?","RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--04--vingerka__pillil.mp3,67.302,K0,44154
"RKM, Mgn. II 3939 (5)",Padespaan. Metsas oli põdrajaht,Sepp / Papiljon,,Q3,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--05--nyyd_laseme_siis_seda__pillil.mp3,107.759,K0,44155
"RKM, Mgn. II 3939 (6)",Foksi tuuri pääl (Rebased ja siilid),,,,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--06--foksi_tuuri_paal_rebased_ja__pillil.mp3,83.296,K0,44156
"RKM, Mgn. II 3939 (7)",Valss sõnadega,Ma tahaksin kodus olla,,,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",TY,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--07--valss_sonadega__pillil.mp3,92.637,K0,44157
"RKM, Mgn. II 3939 (8)",Roosiaed valss sõnadega,,,,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--08--roosiaed_valss_sonadega__pillil_l.mp3,98.774,K0,44158
"RKM, Mgn. II 3939 (9)",Marupini polka sõnadega,Marupini polka,,Q3,1986,lõõts,Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--09--marupini_polka_sonadega__pillil_l.mp3,119.363,K0,44159
"RKM, Mgn. II 3939 (10)","Saaremaa valss, lauluga",Ma vaatan paadist kiikriga,,Q3,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",laul üle kontrollida,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--10--Saaremaa_valss_sonadega__pillil_l.mp3,94.955,K0,44160
"RKM, Mgn. II 3939 (11)",Krakovjakk lauluga,Krakovjak,,Q3,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",laul üle kontrollida,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3939--11--krakovjakk_lauluga__pillil_l.mp3,69.166,K0,44161
"RKM, Mgn. II 3940 (45)",Polka. Küll on siin neiud imeilusad.,,,,1986,"lõõts, laul",Karla Mallok,Võnnu khk.,,"K. Tamkivi, Ain Urbel",,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3940--45--polka_kyll_on_siin_neiud__pillil_l.mp3,98.032,K0,44162
"RKM, Mgn. II 3949 (17)",Valss: Sügisel + selet.,,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--17--noh_proovi_nyyd_sygisel__l_pillil.mp3,170.556,K0,44163
"RKM, Mgn. II 3949 (18)",Valss: Noorusmaalt kolm lille noppisin,Kolm lille,,Q3,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--18--noorusmaalt_3_lille_noppisin__l_pillil.mp3,77.973,K0,44164
"RKM, Mgn. II 3949 (19)",Valss: Kõik kuldsed kullerkupud + selet.,,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--19--koik_kuldsed_kullerkupud__l_pillil_j.mp3,140.449,K0,44165
"RKM, Mgn. II 3949 (20)",Valss,,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--20--valss__l_pillil.mp3,102.825,K0,44166
"RKM, Mgn. II 3949 (21)",Valss: Roosiaias kõnnib nägus neid (ees selet.),Roosiaias,,Q3,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--21--roosiaias_kondis_nagus_neid__l_pillil.mp3,55.419,K0,44167
"RKM, Mgn. II 3949 (22)",Valss,,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--22--valss__l_pillil.mp3,26.816,K0,44168
"RKM, Mgn. II 3949 (23)","Sepp, sepp, hüdsekott + selet.",,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--23--sepp_sepp_hydsekott_l_pillil_j.mp3,75.667,K0,44169
"RKM, Mgn. II 3949 (24)",Kaera-Jaan,Kaerajaan,,Q3,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,Esitus konarlik,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--24--Kaera-Jaan__pillil.mp3,40.652,K0,44170
"RKM, Mgn. II 3949 (25)","Üks vanamees raius, rmngl",Perekonnavalss,,Q3,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--25--yks_vanamees_raius_l_pillil.mp3,87.191,K0,44171
"RKM, Mgn. II 3949 (26)","Valss ""Mäletad kevadet õites""",Mäletad kevadet õites,,Q2,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--26--maletad_kevadet_oites_l_pillil.mp3,63.818,K0,44172
"RKM, Mgn. II 3949 (27)","Valss: Anna andeks, anna andeks + selet.",,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--27--anna_andeks_anna_andeks_l_pillil.mp3,134.576,K0,44173
"RKM, Mgn. II 3949 (28)",Valss: All orus õitseb üks sirelipuu + Ei tõuse enam see päikene,,,,1986,"kannel, laul",Ida Saar,Võnnu khk.,,Mall Hiiemäe,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3949--28--all_orus_oitseb_yks_sirelipuu__l_pillil.mp3,83.726,K0,44174
"RKM, Mgn. II 3952 (1)","Valss ""Mets mühiseb""",Mets mühiseb,,Q2,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--01--valss_mets_myhiseb__pillil.mp3,117.39,K0,44175
"RKM, Mgn. II 3952 (2)",Polka,,,,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--02--polka__pillil.mp3,130.363,K0,44176
"RKM, Mgn. II 3952 (3)","Valss ""Sinu ilusad sinised silmad""",Nukrad silmad,,Q2,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--03--valss_sinu_ilusad_sinised__pillil.mp3,136.592,K0,44177
"RKM, Mgn. II 3952 (4)",Padespaan,Padespaan,,Q3,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--04--padespaan__pillil.mp3,200.315,K0,44178
"RKM, Mgn. II 3952 (5)","Polka ""Kui neiu minu pahandab""",Kui naine minu pahandab,,Q3,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--05--polka_kui_neiu_minu__pillil.mp3,199.03,K0,44179
"RKM, Mgn. II 3952 (6)","Valss ""Äpardunud kosjalugu""",,,,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--06--valss_apardunud_kosjalugu__pillil.mp3,166.583,K0,44180
"RKM, Mgn. II 3952 (7)","Valss ""Ju laias laanes""",Laias laanes,,Q2,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--07--valss_ju_laias_laanes__pillil.mp3,131.348,K0,44181
"RKM, Mgn. II 3952 (8)","Valss ""Metsa võlud""",,,,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--08--valss_metsa_volud__pillil.mp3,114.836,K0,44182
"RKM, Mgn. II 3952 (9)",Polka,,,,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--09--polka__pillil.mp3,127.35,K0,44183
"RKM, Mgn. II 3952 (10)",Krakovjakk,Krakovjak,,Q3,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--10--krakovjakk__pillil.mp3,102.119,K0,44184
"RKM, Mgn. II 3952 (11)","Valss (A. Uustulnd ""Tüdruk"")",Tüdruk,,Q2,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--11--valss_tydruk__pillil.mp3,181.573,K0,44185
"RKM, Mgn. II 3952 (12)","Fokstrott ""Johny boy""",Sonny boy,,Q2,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--12--fokstrott_Johnny_boy__pillil.mp3,106.525,K0,44186
"RKM, Mgn. II 3952 (13)",Suveöö valss,,,,1986,lõõts,Herbert Tiks,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3952--13--suveoo_valss__pillil.mp3,164.761,K0,44187
"RKM, Mgn. II 3953 (1)",Poissmehe polka,,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--01--poissmehe_polka__pillil.mp3,55.474,K0,44188
"RKM, Mgn. II 3953 (2)",Põdrajaht (t),Sepp / Papiljon,,Q3,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--02--podrajaht__pillil.mp3,45.905,K0,44189
"RKM, Mgn. II 3953 (3)",Kõik varese ja varblase (polka),,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--03--koik_varese_ja_varblase__pillil.mp3,57.779,K0,44190
"RKM, Mgn. II 3953 (4)",Ema ütleb hõissa (tl),,,,1986,"lõõts, laul",Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--04--ema_ytleb_hoissa__pillil.mp3,83.274,K0,44191
"RKM, Mgn. II 3953 (5)",Krakovjakk,Krakovjak,,Q3,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--05--krakovjakk__pillil.mp3,52.998,K0,44192
"RKM, Mgn. II 3953 (6)",Neiu musu magusam kui mesi (ringtants),,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--06--neiu_musu_magusam_kui__pillil.mp3,56.229,K0,44193
"RKM, Mgn. II 3953 (7)",Reinlender,,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--07--reinlender__pillil.mp3,98.811,K0,44194
"RKM, Mgn. II 3953 (8)","Polka ""Litsu pääle""",Litsu pääle,,Q2,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--08--polka_litsu_paale__pillil.mp3,87.008,K0,44195
"RKM, Mgn. II 3953 (9)","Läksin mina, läksin mina läbi külatänava (reinlender)",Läksin mina läbi külatänava,,Q3,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--09--laksin_mina_labi_kylatanava__pillil.mp3,66.811,K0,44196
"RKM, Mgn. II 3953 (10)",Rannu polka,,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--10--Rannu_polka__pillil.mp3,91.078,K0,44197
"RKM, Mgn. II 3953 (11)",Eesti poistel paradiisis,,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--11--Eesti_poistel_paradiisis__pillil.mp3,47.916,K0,44198
"RKM, Mgn. II 3953 (12)",Kikkapuu,,,,1986,lõõts,Jaan Härmaste,Rõngu khk.,,Anu Korb,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3953--12--kikkapuu__pillil.mp3,55.395,K0,44199
"RKM, Mgn. II 3959 (5)",Pulmapolka,,,,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--05--pulmapolka__pillil.mp3,120.385,K0,44200
"RKM, Mgn. II 3959 (6)",Valss,,,,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--06--valss__pillil.mp3,115.272,K0,44201
"RKM, Mgn. II 3959 (7)",Laul: Järv on nii vait ja vaga,,,,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--07--jarv_on_nii_vait_ja_vaga__pillil.mp3,166.453,K0,44202
"RKM, Mgn. II 3959 (8)",Ma tahaksin kodus olla (valss),Ma tahaksin kodus olla,,Q2,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--08--ma_tahaksin_kodus_olla__pillil.mp3,174.389,K0,44203
"RKM, Mgn. II 3959 (9)",Padespan,Padespaan,,Q3,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--09--padespan__pillil.mp3,170.929,K0,44204
"RKM, Mgn. II 3959 (10)","Sepp, sepp ütsekott...",Sepp / Papiljon,,Q3,1986,lõõts,Albert Klaas,Võnnu khk.,,Eda Kalmre,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3959--10--sepp_sepp_ytsekott__pillil.mp3,92.336,K0,44205
"RKM, Mgn. II 3963 (20)",Padispaan,Padespaan,,Q2,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3963--20--noh_voib_hakata_paale__pillil.mp3,63.421,K0,44206
"RKM, Mgn. II 3963 (21)",Vingerka,Läksin mina läbi külatänava,,Q3,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Viga: Läksin mina läbi külatänava,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3963--21--vingerka__pillil.mp3,69.34,K0,44207
"RKM, Mgn. II 3963 (22)",Polka,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3963--22--nyyd_voib_hakata__pillil.mp3,61.272,K0,44208
"RKM, Mgn. II 3963 (23)",Krakovjakk,Krakovjak,,Q3,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3963--23--krakovjakk__pillil.mp3,69.842,K0,44209
"RKM, Mgn. II 3965 (49)",Valss,,,,1986,kannel,Richard Võikar,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3965--49--valss__pillil.mp3,70.983,K0,44210
"RKM, Mgn. II 3965 (50)",Hirv ojal joob - valss,,,,1986,kannel,Richard Võikar,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3965--50--hirv_ojal_joob_valss__pillil.mp3,201.716,K0,44211
"RKM, Mgn. II 3965 (51)",Polka,,,,1986,kannel,Richard Võikar,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3965--51--polka__pillil.mp3,115.98,K0,44212
"RKM, Mgn. II 3965 (53)",Valss,Kodu metsa all,,,1986,kannel,Richard Võikar,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TX,RKM_Mgn_II/Vahemikust__3601-4000/M2-3965--53--valss__pillil.mp3,69.279,K0,44213
"RKM, Mgn. II 3967 (1)",Vengerka,Vengerka (Sitikad ja satikad),,Q2,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TE,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--01--vengerka__pillil.mp3,120.742,K0,44214
"RKM, Mgn. II 3967 (2)",Ingliska,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--02--ingliska__pillil.mp3,51.755,K0,44215
"RKM, Mgn. II 3967 (3)",Meremehe valss,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--03--meremehe_valss__pillil.mp3,91.874,K0,44216
"RKM, Mgn. II 3967 (4)",Tustepp,Aissa,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Viga? Aissa,"RKM, Mgn. II",TX,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--04--tustep__pillil.mp3,48.984,K0,44217
"RKM, Mgn. II 3967 (5)",Reilender,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--05--reilender__pillil.mp3,4.627,K0,44218
"RKM, Mgn. II 3967 (6)",Valss,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--06--valss__l_pillil.mp3,66.432,K0,44219
"RKM, Mgn. II 3967 (7)",Padespaan,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Teine viis?,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--07--padespaan__pillil.mp3,58.137,K0,44220
"RKM, Mgn. II 3967 (8)",Padespaan,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Teine viis?,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--08--padespaan__pillil.mp3,72.451,K0,44221
"RKM, Mgn. II 3967 (9)",Saare valss,Ma vaatan paadist kiikriga,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TX,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--09--Saare_valss__pillil.mp3,86.428,K0,44222
"RKM, Mgn. II 3967 (10)",Vengerka,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,,,K0,44223
"RKM, Mgn. II 3967 (11)",Polka,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,,,K0,44224
"RKM, Mgn. II 3967 (12)",Valss,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,,,K0,44225
"RKM, Mgn. II 3967 (13)",Padespaan,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,,,K0,44226
"RKM, Mgn. II 3967 (14)",Polka,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,,,K0,44227
"RKM, Mgn. II 3967 (15)",Pabiljon,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--15--pabiljon__pillil.mp3,73.998,K0,44228
"RKM, Mgn. II 3967 (16)",Padespaan,Padespaan,,Q3,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--16--padespaan__pillil.mp3,81.869,K0,44229
"RKM, Mgn. II 3967 (17)",Krakovjakk,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Viga? Sepp?,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--17--krakovjakk__pillil.mp3,69.708,K0,44230
"RKM, Mgn. II 3967 (18)",Valss,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--18--laset_kaima_vai_valss__pillil.mp3,78.902,K0,44231
"RKM, Mgn. II 3967 (19)",Polka,,,,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,,"RKM, Mgn. II",,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--19--polka__pillil.mp3,60.166,K0,44232
"RKM, Mgn. II 3967 (20)",Vengerka,Läksin mina läbi külatänava,,Q3,1986,suupill,Gustav Mooses,Võnnu khk.,,Mare Kõiva,,Viga: Läksin mina läbi külatänava,"RKM, Mgn. II",TR,RKM_Mgn_II/Vahemikust__3601-4000/M2-3967--20--vengerka__pillil.mp3,108.258,K0,44233
