ref,content,piece,melody,year,instrument,performer,,location,collector,notes,comments,archive,file,kivike,order
"RKM, Mgn. ER 2 (18)",Kaera-Jaan.,,,1960,kannel,Kuno Esta,,Vaivara khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0002--18--Kaera-Jaan__pillil.mp3,,50029
"RKM, Mgn. ER 2 (19)",Reinlender.,,,1960,kannel,Kuno Esta,,Vaivara khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0002--19--reinlender__pillil.mp3,,50030
"RKM, Mgn. ER 2 (20)","Vana valss ""Tule mu rinnale"".",,,1960,kannel,Kuno Esta,,Vaivara khk.,Aino Strutzkin,Aleksandra valss?,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0002--20--vana_valss_tule_mu_rinnale__pillil.mp3,,50031
"RKM, Mgn. ER 3 (1)","Valss ""Magus uni""",,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--01--valss_magus_uni__pillil.mp3,,50032
"RKM, Mgn. ER 3 (2)",Kikapuu,,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--02--kikapuu__pillil.mp3,,50033
"RKM, Mgn. ER 3 (3)","Vanaaegna marss ""Armas Klaara""",,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--03--vanaaegne_marss_armas_Klaara__pillil.mp3,,50034
"RKM, Mgn. ER 3 (4)",Valss,,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--04--valss__pillil.mp3,,50035
"RKM, Mgn. ER 3 (5)",Polka,,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--05--polka__pillil.mp3,,50036
"RKM, Mgn. ER 3 (6)","Valss ""Nõiduslik öö""",,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--06--valss_noiduslik_oo__pillil.mp3,,50037
"RKM, Mgn. ER 3 (7)",Jumbi polka,,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--07--jumbi_polka__pillil.mp3,K1,50038
"RKM, Mgn. ER 3 (8)",Polka,,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--08--polka__pillil.mp3,,50039
"RKM, Mgn. ER 3 (9)",Ratsa marss (omalooming),,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--09--ratsa_marss_omal__pillil.mp3,,50040
"RKM, Mgn. ER 3 (10)",Talgu valss (vana Võrumaa lugu),,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--10--talgu_valss_vana_Vorumaa_lugu__pillil.mp3,,50041
"RKM, Mgn. ER 3 (11)",Pulma polka (omalooming),,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--11--pulma_polka_omal__pillil.mp3,,50042
"RKM, Mgn. ER 3 (12)",Polka (Võrumaa pulmalugu),,,1961,lõõts,Olev Jalas,,Võnnu khk.,Aino Strutzkin,"Inv. raamatus žanr = pillilugu, Kivikeses aga andmed pillimuusikast",,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0003--12--polka_Vorumaa_pulmalugu__pillil.mp3,K0,50043
"RKM, Mgn. ER 4 (1)",Omalooming polka,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--01--omalooming_polka__pillil.mp3,,50044
"RKM, Mgn. ER 4 (2)",Vana Võru valss (Teppo tehtud),,,1961,lõõts,Oskar Kallis,,Võnnu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--02--vana_Voru_valss_Teppo_tehtud__pillil.mp3,,50045
"RKM, Mgn. ER 4 (3)",Padi-padi-nöör,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--03--padi_padi_noor__pillil.mp3,,50046
"RKM, Mgn. ER 4 (4)",Veski Viiu,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--04--Veski-Viiu__pillil.mp3,,50047
"RKM, Mgn. ER 4 (5)",Vengerka,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--05--vengerka__pillil.mp3,,50048
"RKM, Mgn. ER 4 (6)","Vana valss ""Sinililled""",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--06--vana_valss_sinililled__pillil.mp3,,50049
"RKM, Mgn. ER 4 (7)","Polka ""Litsu pääle""",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--07--polka_litsu_paale__pillil.mp3,,50050
"RKM, Mgn. ER 4 (8)","Marss ""Välja pääl""",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--08--marss_valja_paal__pillil.mp3,,50051
"RKM, Mgn. ER 4 (9)",Tarvastu polka,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--09--Tarvastu_polka__pillil.mp3,,50052
"RKM, Mgn. ER 4 (10)",Reinlender,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--10--reinlender__pillil.mp3,,50053
"RKM, Mgn. ER 4 (11)","Valss ""Jõe lained""",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--11--valss_joe_lained__pillil.mp3,,50054
"RKM, Mgn. ER 4 (12)","Polka ""Sengel Toomas""",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--12--polka_Sengel_Toomas__pillil.mp3,,50055
"RKM, Mgn. ER 4 (13)",Kasatšok,,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--13--kasatshok__pillil.mp3,,50056
"RKM, Mgn. ER 4 (14)","Polka ""Väike Ants"" (Teppo lugu)",,,1961,lõõts,Oskar Kallis,,Sangaste khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0004--14--polka_vaike_Ants__pillil.mp3,,50057
"RKM, Mgn. ER 5 (1)","Valss ""Meremees kuival maal""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--01--valss_meremees_kuival_maal__pillil.mp3,,50058
"RKM, Mgn. ER 5 (2)","Valss ""Toomepuu""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--02--valss_toomepuu__pillil.mp3,,50059
"RKM, Mgn. ER 5 (3)","Valss ""Mets mühiseb""",Mets mühiseb,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--03--valss_mets_myhiseb__pillil.mp3,,50060
"RKM, Mgn. ER 5 (4)",Krakovjak,,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--04--krakovjak__pillil.mp3,,50061
"RKM, Mgn. ER 5 (5)","Valss ""Emajõe peal""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--05--valss_Emajoe_peal__pillil.mp3,,50062
"RKM, Mgn. ER 5 (6)","""Abja Peet""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",,K0,50063
"RKM, Mgn. ER 5 (7)",Postipois,,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--07--postipoiss__pillil.mp3,,50064
"RKM, Mgn. ER 5 (8)","Valss ""Lainetel""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--08--valss_lainetel__pillil.mp3,,50065
"RKM, Mgn. ER 5 (9)","Valss ""Pühajärv""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--09--valss_Pyhajarv__pillil.mp3,,50066
"RKM, Mgn. ER 5 (10)","Valss ""Sinililled""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--10--valss_sinililled__pillil.mp3,,50067
"RKM, Mgn. ER 5 (11)",Polka,,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--11--polka__pillil.mp3,,50068
"RKM, Mgn. ER 5 (12)","Valss ""Meremees kuival maal""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--12--valss_meremees_kuival_maal__pillil.mp3,,50069
"RKM, Mgn. ER 5 (13)","Poola rahvaviis ""Kõndis neiu mööda metsa""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--13--Poola_rv_kondis_neiu_mooda_metsa__pillil.mp3,,50070
"RKM, Mgn. ER 5 (14)","""Veski Tiiu""",,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",,K0,50071
"RKM, Mgn. ER 5 (15)",Valss,,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--15--valss__pillil.mp3,,50072
"RKM, Mgn. ER 5 (16)",Polka,,,1960,kannel,Erni Kasesalu,,Helme khk. < Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0005--16--polka__pillil.mp3,,50073
"RKM, Mgn. ER 6 (1)",Valss.,,,1959,lõõts,Karl Kanarik,,Põlva khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--01--valss__pillil.mp3,,50074
"RKM, Mgn. ER 6 (2)",Reinlender.,,,1959,lõõts,Karl Kanarik,,Põlva khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--02--reinlender__pillil.mp3,,50075
"RKM, Mgn. ER 6 (3)",Vanapiiga polka.,,,1959,lõõts,Karl Kanarik,,Põlva khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--03--vanapiiga_polka__pillil.mp3,,50076
"RKM, Mgn. ER 6 (4)",Kevade valss.,,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--04--kevade_valss__pillil.mp3,K1,50077
"RKM, Mgn. ER 6 (5)",Mets mühiseb.,Mets mühiseb,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--05--mets_myhiseb__pillil.mp3,,50078
"RKM, Mgn. ER 6 (6)",Krakovjak.,,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--06--krakovjak__pillil.mp3,,50079
"RKM, Mgn. ER 6 (7)",Une valss.,,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--07--une_valss__pillil.mp3,,50080
"RKM, Mgn. ER 6 (8)",Sünnipäeva valss.,,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--08--synnipaeva_valss__pillil.mp3,,50081
"RKM, Mgn. ER 6 (9)",Saru poiste valss.,,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--09--Saru_poiste_polka__pillil.mp3,,50082
"RKM, Mgn. ER 6 (10)","Valss ""Must kleit"".",,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--10--valss_must_kleit__pillil.mp3,,50083
"RKM, Mgn. ER 6 (11)","Polka ""Kui Naha pool oli turu päev"".",,,1959,kannel,Valter Kasuk,,Hargla khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--11--polka_kui_Naha_pool_oli_turu_paev__pillil.mp3,,50084
"RKM, Mgn. ER 6 (12)",Maiöö valss,,,1962,kannel,Juhan Keek,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--12--maioo_valss__pillil.mp3,,50085
"RKM, Mgn. ER 6 (13)",Külavahe,,,1962,kannel,Juhan Keek,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--13--kylavahe__pillil.mp3,,50086
"RKM, Mgn. ER 6 (14)",Krakovjak,,,1962,kannel,Juhan Keek,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--14--krakovjak__pillil.mp3,,50087
"RKM, Mgn. ER 6 (15)",Põdrajaht,,,1962,kannel,Juhan Keek,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--15--podrajaht__pillil.mp3,,50088
"RKM, Mgn. ER 6 (16)",Valss emakesele,,,1962,kannel,Juhan Keek,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0006--16--valss_emakesele__pillil.mp3,,50089
"RKM, Mgn. ER 7 (1)","Valss ""Sinililled""",,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--01--valss_sinililled__pillil.mp3,,50090
"RKM, Mgn. ER 7 (2)","Polka ""Mul iialgi elus ei vea""",,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--02--polka_mul_iialgi_elus_ei_vea__pillil.mp3,,50091
"RKM, Mgn. ER 7 (3)",Reilender,,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--03--reinlender__pillil.mp3,,50092
"RKM, Mgn. ER 7 (4)",Küla-polka,,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--04--kyla_polka__pillil.mp3,,50093
"RKM, Mgn. ER 7 (5)",Vana valss,,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--05--vana_valss__pillil.mp3,,50094
"RKM, Mgn. ER 7 (6)","Polka ""Lõõtspill naljatab""",,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--06--polka_lootspill_naljatab__pillil.mp3,,50095
"RKM, Mgn. ER 7 (7)",Vahtra polka,,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--07--Vahtra_polka__pillil.mp3,,50096
"RKM, Mgn. ER 7 (8)","Valss ""Meremehe seiklus""",,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--08--valss_meremehe_seiklus__pillil.mp3,,50097
"RKM, Mgn. ER 7 (9)",Valss,,,1961,lõõts,Karl Kikas,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--09--valss__pillil.mp3,,50098
"RKM, Mgn. ER 7 (10)",Hulkuri valss,,,1961,kannel,Aleksander Kivi,,Kanepi khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0007--10--hulkuri_valss__pillil.mp3,,50099
"RKM, Mgn. ER 8 (1)",Polka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--01--polka__pillil.mp3,,50100
"RKM, Mgn. ER 8 (2)",Viljandi paadimees,Viljandi paadimees,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--02--Viljandi_paadimees__pillil.mp3,,50101
"RKM, Mgn. ER 8 (3)","Polka ""Kus käisid sa, minu Annake""",,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--03--polks_kus_kaisid_sa_minu_Annake__pillil.mp3,,50102
"RKM, Mgn. ER 8 (4)","Marss ""Joosep-Joosep""",,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--04--marss_Joosep_Joosep__pillil.mp3,,50103
"RKM, Mgn. ER 8 (5)",Lepalaasimise polka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--05--lepalaasimise_polka__pillil.mp3,,50104
"RKM, Mgn. ER 8 (6)",August Piir: Valss,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--06--August_Piir_valss__pillil.mp3,,50105
"RKM, Mgn. ER 8 (7)",Kõrtsi polka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--07--kortsi_polka__pillil.mp3,,50106
"RKM, Mgn. ER 8 (8)",Reilender,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--08--reinlender__pillil.mp3,,50107
"RKM, Mgn. ER 8 (9)",Torupillilugu,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--09--torupillilugu__pillil.mp3,,50108
"RKM, Mgn. ER 8 (10)",Polka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--10--polka__pillil.mp3,,50109
"RKM, Mgn. ER 8 (11)","Polka ""Suvi oli kätte tulemas""",,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--11--polka_suvi_oli_katte_tulemas__pillil.mp3,,50110
"RKM, Mgn. ER 8 (12)",Omalooming marss,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--12--omaloom_marss__pillil.mp3,,50111
"RKM, Mgn. ER 8 (13)",Vana vengerka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--13--vana_vengerka__pillil.mp3,,50112
"RKM, Mgn. ER 8 (14)",Külapolka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--14--kylapolka__pillil.mp3,,50113
"RKM, Mgn. ER 8 (15)",Polka,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--15--polka__pillil.mp3,,50114
"RKM, Mgn. ER 8 (16)",Valss,,,1958,kannel,Ivo Kongot,,Otepää khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--16--valss__pillil.mp3,,50115
"RKM, Mgn. ER 8 (17","Reinlender ""Sulane küsis tüdrukult musi""",,,1958,"kannel, viiul","Ivo Kongot, Aleksander Lööndre",,Otepää khk.,Aino Strutzkin,"Inv. raamatus žanr = pillilugu, Kivikeses aga andmed pillimuusikast",,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0008--17--reinlender_sulane_küsis_tydrukult_musi__pillil.mp3,K0,50116
"RKM, Mgn. ER 9 (1)",Leilender,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--01--leilender__pillil.mp3,,50117
"RKM, Mgn. ER 9 (2)","Valss ""Üks noormees oma pruudiga""",,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--02--valss_yks_noormees_oma_pruudiga__pillil.mp3,,50118
"RKM, Mgn. ER 9 (3)",Metsas oli põdrajaht,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--03--metsas_oli_podrajaht__pillil.mp3,,50119
"RKM, Mgn. ER 9 (4)",Väike linna plika,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--04--vaike_linna_plika__pillil.mp3,,50120
"RKM, Mgn. ER 9 (5)",Minu süda tuksub sulle,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--05--minu_syda_tuksub_sulle__pillil.mp3,,50121
"RKM, Mgn. ER 9 (6)",Porilaste marss,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--06--Porilaste_marss__pillil.mp3,,50122
"RKM, Mgn. ER 9 (7)",Polka,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--07--polka__pillil.mp3,,50123
"RKM, Mgn. ER 9 (8)",Kilu-Mari polka,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--08--Kilu-Mari_polka__pillil.mp3,,50124
"RKM, Mgn. ER 9 (9)",Paaveljoni polka,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--09--Paaveljoni_polka__pillil.mp3,,50125
"RKM, Mgn. ER 9 (10a)",Single polka,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--10a-Single_polka__pillil.mp3,,50126
"RKM, Mgn. ER 9 (10b)",Polka.,,,1962,lõõts,Ernst Kopp,,Helme khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--10b-polka__pillil.mp3,,50127
"RKM, Mgn. ER 9 (11)",Sovhoosi neidude tants (omalooming).,,,1956,kannel,Joosep Kotkas,,Tartu-Maarja khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--11--sovhoosi_neidude_tants_omal__pillil.mp3,,50128
"RKM, Mgn. ER 9 (12)",Kalamies.,Kalamies,,1956,kannel,Joosep Kotkas,,Tartu-Maarja khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--12--kalamies__pillil.mp3,,50129
"RKM, Mgn. ER 9 (13)",Kägu (omalooming).,,,1956,kannel,Joosep Kotkas,,Tartu-Maarja khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--13--kagu_omal__pillil.mp3,,50130
"RKM, Mgn. ER 9 (14)","Kuusalu tantsuviis ""Tilus-tilut"".",,,1956,lehepill,August Krents,,Kuusalu khk.,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0009--14--Kuusalu_tantsuviis_tilut-tilut__pillil.mp3,,50131
"RKM, Mgn. ER 10 (1)",Polka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--01--polka__pillil.mp3,,50132
"RKM, Mgn. ER 10 (2)",Padespan,Padespaan,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,Tüüp. A,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--02--padespan__pillil.mp3,,50133
"RKM, Mgn. ER 10 (3)",Krakovjak,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--03--krakovjak__pillil.mp3,,50134
"RKM, Mgn. ER 10 (4)",Polkamazurka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--04--polkamazurka__pillil.mp3,,50135
"RKM, Mgn. ER 10 (5)",Vengerka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--05--vengerka__pillil.mp3,,50136
"RKM, Mgn. ER 10 (6)",Polka,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--06--polka__pillil.mp3,,50137
"RKM, Mgn. ER 10 (7)",Madlott,,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--07--madlott__pillil.mp3,,50138
"RKM, Mgn. ER 10 (8)",Polka (Papiljoni polka),,,1960 - 1969,lõõts,Eduard Kull,,?,Aino Strutzkin,,,"RKM, Mgn. ER",RKM_Mgn_ER/ER-0010--08--Papiljoni_polka__pillil.mp3,,50139
